2026-08-12 17:51:03,173 | INFO | support-ticket-triage | Logging system test successful
2026-08-12 18:19:24,362 | INFO | support-ticket-triage | Starting triage for ticket T004
2026-08-12 18:19:24,362 | INFO | support-ticket-triage | Sending ticket T004 to AI model
2026-08-12 18:19:24,707 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-12 18:19:24,709 | INFO | support-ticket-triage | AI response received for ticket T004
2026-08-12 18:19:24,710 | INFO | support-ticket-triage | Triage completed for ticket T004: category=Account Access, urgency=Low, confidence=0.9
2026-08-12 18:19:24,711 | INFO | support-ticket-triage | Starting triage for ticket T005
2026-08-12 18:19:24,711 | INFO | support-ticket-triage | Sending ticket T005 to AI model
2026-08-12 18:19:25,119 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-12 18:19:25,120 | INFO | support-ticket-triage | AI response received for ticket T005
2026-08-12 18:19:25,120 | INFO | support-ticket-triage | Triage completed for ticket T005: category=Technical Issue, urgency=Low, confidence=0.4
2026-08-12 18:42:44,589 | INFO | support-ticket-triage | Starting triage for ticket T001
2026-08-12 18:42:44,593 | INFO | support-ticket-triage | Sending ticket T001 to AI model
2026-08-12 18:42:45,732 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-12 18:42:45,755 | INFO | support-ticket-triage | AI response received for ticket T001
2026-08-12 18:42:45,756 | INFO | support-ticket-triage | Triage completed for ticket T001: category=Account Access, urgency=High, confidence=0.9
2026-08-12 18:42:45,758 | INFO | support-ticket-triage | Starting triage for ticket T002
2026-08-12 18:42:45,758 | INFO | support-ticket-triage | Sending ticket T002 to AI model
2026-08-12 18:42:46,368 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-12 18:42:46,370 | INFO | support-ticket-triage | AI response received for ticket T002
2026-08-12 18:42:46,371 | INFO | support-ticket-triage | Triage completed for ticket T002: category=Billing, urgency=Medium, confidence=0.9
2026-08-12 18:42:46,372 | INFO | support-ticket-triage | Starting triage for ticket T003
2026-08-12 18:42:46,372 | INFO | support-ticket-triage | Sending ticket T003 to AI model
2026-08-12 18:42:46,967 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-12 18:42:46,968 | INFO | support-ticket-triage | AI response received for ticket T003
2026-08-12 18:42:46,968 | INFO | support-ticket-triage | Triage completed for ticket T003: category=Technical Issue, urgency=Medium, confidence=0.9
2026-08-12 18:42:46,969 | INFO | support-ticket-triage | Starting triage for ticket T004
2026-08-12 18:42:46,969 | INFO | support-ticket-triage | Sending ticket T004 to AI model
2026-08-12 18:42:47,410 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-12 18:42:47,412 | INFO | support-ticket-triage | AI response received for ticket T004
2026-08-12 18:42:47,415 | INFO | support-ticket-triage | Triage completed for ticket T004: category=Account Access, urgency=Low, confidence=0.9
2026-08-12 18:42:47,426 | INFO | support-ticket-triage | Starting triage for ticket T005
2026-08-12 18:42:47,427 | INFO | support-ticket-triage | Sending ticket T005 to AI model
2026-08-12 18:42:47,925 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-12 18:42:47,926 | INFO | support-ticket-triage | AI response received for ticket T005
2026-08-12 18:42:47,927 | INFO | support-ticket-triage | Triage completed for ticket T005: category=Technical Issue, urgency=Low, confidence=0.4
2026-08-12 18:43:28,431 | INFO | support-ticket-triage | Starting triage for ticket T001
2026-08-12 18:43:28,432 | INFO | support-ticket-triage | Sending ticket T001 to AI model
2026-08-12 18:43:29,425 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-12 18:43:29,442 | INFO | support-ticket-triage | AI response received for ticket T001
2026-08-12 18:43:29,443 | INFO | support-ticket-triage | Triage completed for ticket T001: category=Account Access, urgency=High, confidence=0.9
2026-08-12 18:43:29,444 | INFO | support-ticket-triage | Starting triage for ticket T002
2026-08-12 18:43:29,444 | INFO | support-ticket-triage | Sending ticket T002 to AI model
2026-08-12 18:43:30,000 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-12 18:43:30,001 | INFO | support-ticket-triage | AI response received for ticket T002
2026-08-12 18:43:30,002 | INFO | support-ticket-triage | Triage completed for ticket T002: category=Billing, urgency=Medium, confidence=0.9
2026-08-12 18:43:30,002 | INFO | support-ticket-triage | Starting triage for ticket T003
2026-08-12 18:43:30,003 | INFO | support-ticket-triage | Sending ticket T003 to AI model
2026-08-12 18:43:30,708 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-12 18:43:30,709 | INFO | support-ticket-triage | AI response received for ticket T003
2026-08-12 18:43:30,710 | INFO | support-ticket-triage | Triage completed for ticket T003: category=Technical Issue, urgency=Medium, confidence=0.9
2026-08-12 18:43:30,711 | INFO | support-ticket-triage | Starting triage for ticket T004
2026-08-12 18:43:30,711 | INFO | support-ticket-triage | Sending ticket T004 to AI model
2026-08-12 18:43:31,152 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-12 18:43:31,154 | INFO | support-ticket-triage | AI response received for ticket T004
2026-08-12 18:43:31,154 | INFO | support-ticket-triage | Triage completed for ticket T004: category=Account Access, urgency=Low, confidence=0.9
2026-08-12 18:43:31,155 | INFO | support-ticket-triage | Starting triage for ticket T005
2026-08-12 18:43:31,155 | INFO | support-ticket-triage | Sending ticket T005 to AI model
2026-08-12 18:43:31,725 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-12 18:43:31,726 | INFO | support-ticket-triage | AI response received for ticket T005
2026-08-12 18:43:31,727 | INFO | support-ticket-triage | Triage completed for ticket T005: category=Technical Issue, urgency=Low, confidence=0.4
2026-08-12 19:27:51,487 | INFO | support-ticket-triage | Starting triage for ticket T001
2026-08-12 19:27:51,488 | INFO | support-ticket-triage | Sending ticket T001 to AI model
2026-08-12 19:27:51,488 | INFO | support-ticket-triage | AI request attempt 1/3 for ticket T001
2026-08-12 19:27:54,008 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-12 19:27:54,185 | INFO | support-ticket-triage | AI request successful for ticket T001 on attempt 1
2026-08-12 19:27:54,205 | INFO | support-ticket-triage | AI response received for ticket T001
2026-08-12 19:27:54,238 | INFO | support-ticket-triage | Triage completed for ticket T001: category=Account Access, urgency=High, confidence=0.9
2026-08-12 19:27:54,255 | INFO | support-ticket-triage | Starting triage for ticket T002
2026-08-12 19:27:54,267 | INFO | support-ticket-triage | Sending ticket T002 to AI model
2026-08-12 19:27:54,305 | INFO | support-ticket-triage | AI request attempt 1/3 for ticket T002
2026-08-12 19:27:54,751 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-12 19:27:54,754 | INFO | support-ticket-triage | AI request successful for ticket T002 on attempt 1
2026-08-12 19:27:54,756 | INFO | support-ticket-triage | AI response received for ticket T002
2026-08-12 19:27:54,770 | INFO | support-ticket-triage | Triage completed for ticket T002: category=Billing, urgency=Medium, confidence=0.9
2026-08-12 19:27:54,779 | INFO | support-ticket-triage | Starting triage for ticket T003
2026-08-12 19:27:54,782 | INFO | support-ticket-triage | Sending ticket T003 to AI model
2026-08-12 19:27:54,783 | INFO | support-ticket-triage | AI request attempt 1/3 for ticket T003
2026-08-12 19:27:55,500 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-12 19:27:55,502 | INFO | support-ticket-triage | AI request successful for ticket T003 on attempt 1
2026-08-12 19:27:55,504 | INFO | support-ticket-triage | AI response received for ticket T003
2026-08-12 19:27:55,507 | INFO | support-ticket-triage | Triage completed for ticket T003: category=Technical Issue, urgency=Medium, confidence=0.9
2026-08-12 19:27:55,522 | INFO | support-ticket-triage | Starting triage for ticket T004
2026-08-12 19:27:55,525 | INFO | support-ticket-triage | Sending ticket T004 to AI model
2026-08-12 19:27:55,533 | INFO | support-ticket-triage | AI request attempt 1/3 for ticket T004
2026-08-12 19:27:55,879 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-12 19:27:55,880 | INFO | support-ticket-triage | AI request successful for ticket T004 on attempt 1
2026-08-12 19:27:55,881 | INFO | support-ticket-triage | AI response received for ticket T004
2026-08-12 19:27:55,881 | INFO | support-ticket-triage | Triage completed for ticket T004: category=Account Access, urgency=Low, confidence=0.9
2026-08-12 19:27:55,883 | INFO | support-ticket-triage | Starting triage for ticket T005
2026-08-12 19:27:55,884 | INFO | support-ticket-triage | Sending ticket T005 to AI model
2026-08-12 19:27:55,884 | INFO | support-ticket-triage | AI request attempt 1/3 for ticket T005
2026-08-12 19:27:56,560 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-12 19:27:56,562 | INFO | support-ticket-triage | AI request successful for ticket T005 on attempt 1
2026-08-12 19:27:56,563 | INFO | support-ticket-triage | AI response received for ticket T005
2026-08-12 19:27:56,563 | INFO | support-ticket-triage | Triage completed for ticket T005: category=Technical Issue, urgency=Medium, confidence=0.4
2026-08-12 19:28:47,254 | INFO | support-ticket-triage | Starting triage for ticket T001
2026-08-12 19:28:47,255 | INFO | support-ticket-triage | Sending ticket T001 to AI model
2026-08-12 19:28:47,255 | INFO | support-ticket-triage | AI request attempt 1/3 for ticket T001
2026-08-12 19:28:48,330 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-12 19:28:48,357 | INFO | support-ticket-triage | AI request successful for ticket T001 on attempt 1
2026-08-12 19:28:48,357 | INFO | support-ticket-triage | AI response received for ticket T001
2026-08-12 19:28:48,358 | INFO | support-ticket-triage | Triage completed for ticket T001: category=Account Access, urgency=High, confidence=0.9
2026-08-12 19:28:48,363 | INFO | support-ticket-triage | Starting triage for ticket T002
2026-08-12 19:28:48,365 | INFO | support-ticket-triage | Sending ticket T002 to AI model
2026-08-12 19:28:48,369 | INFO | support-ticket-triage | AI request attempt 1/3 for ticket T002
2026-08-12 19:28:48,895 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-12 19:28:48,896 | INFO | support-ticket-triage | AI request successful for ticket T002 on attempt 1
2026-08-12 19:28:48,897 | INFO | support-ticket-triage | AI response received for ticket T002
2026-08-12 19:28:48,897 | INFO | support-ticket-triage | Triage completed for ticket T002: category=Billing, urgency=Medium, confidence=0.9
2026-08-12 19:28:48,901 | INFO | support-ticket-triage | Starting triage for ticket T003
2026-08-12 19:28:48,902 | INFO | support-ticket-triage | Sending ticket T003 to AI model
2026-08-12 19:28:48,903 | INFO | support-ticket-triage | AI request attempt 1/3 for ticket T003
2026-08-12 19:28:49,565 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-12 19:28:49,568 | INFO | support-ticket-triage | AI request successful for ticket T003 on attempt 1
2026-08-12 19:28:49,568 | INFO | support-ticket-triage | AI response received for ticket T003
2026-08-12 19:28:49,569 | INFO | support-ticket-triage | Triage completed for ticket T003: category=Technical Issue, urgency=Medium, confidence=0.9
2026-08-12 19:28:49,570 | INFO | support-ticket-triage | Starting triage for ticket T004
2026-08-12 19:28:49,571 | INFO | support-ticket-triage | Sending ticket T004 to AI model
2026-08-12 19:28:49,571 | INFO | support-ticket-triage | AI request attempt 1/3 for ticket T004
2026-08-12 19:28:49,983 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-12 19:28:49,984 | INFO | support-ticket-triage | AI request successful for ticket T004 on attempt 1
2026-08-12 19:28:49,985 | INFO | support-ticket-triage | AI response received for ticket T004
2026-08-12 19:28:49,985 | INFO | support-ticket-triage | Triage completed for ticket T004: category=Account Access, urgency=Low, confidence=0.9
2026-08-12 19:28:49,986 | INFO | support-ticket-triage | Starting triage for ticket T005
2026-08-12 19:28:49,987 | INFO | support-ticket-triage | Sending ticket T005 to AI model
2026-08-12 19:28:49,987 | INFO | support-ticket-triage | AI request attempt 1/3 for ticket T005
2026-08-12 19:28:50,755 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-12 19:28:50,757 | INFO | support-ticket-triage | AI request successful for ticket T005 on attempt 1
2026-08-12 19:28:50,757 | INFO | support-ticket-triage | AI response received for ticket T005
2026-08-12 19:28:50,758 | INFO | support-ticket-triage | Triage completed for ticket T005: category=Technical Issue, urgency=Low, confidence=0.4
2026-08-12 19:43:27,941 | INFO | support-ticket-triage | Starting triage for ticket T001
2026-08-12 19:43:27,944 | INFO | support-ticket-triage | Sending ticket T001 to AI model
2026-08-12 19:43:27,945 | INFO | support-ticket-triage | AI request attempt 1/3 for ticket T001
2026-08-12 19:43:28,951 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-12 19:43:28,965 | INFO | support-ticket-triage | AI request successful for ticket T001 on attempt 1
2026-08-12 19:43:28,965 | INFO | support-ticket-triage | AI response received for ticket T001
2026-08-12 19:43:28,966 | INFO | support-ticket-triage | Triage completed for ticket T001: category=Account Access, urgency=High, confidence=0.9, priority_score=70, priority_level=High
2026-08-12 19:43:28,969 | INFO | support-ticket-triage | Starting triage for ticket T002
2026-08-12 19:43:28,969 | INFO | support-ticket-triage | Sending ticket T002 to AI model
2026-08-12 19:43:28,969 | INFO | support-ticket-triage | AI request attempt 1/3 for ticket T002
2026-08-12 19:43:29,444 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-12 19:43:29,445 | INFO | support-ticket-triage | AI request successful for ticket T002 on attempt 1
2026-08-12 19:43:29,446 | INFO | support-ticket-triage | AI response received for ticket T002
2026-08-12 19:43:29,446 | INFO | support-ticket-triage | Triage completed for ticket T002: category=Billing, urgency=Medium, confidence=0.9, priority_score=40, priority_level=Medium
2026-08-12 19:43:29,447 | INFO | support-ticket-triage | Starting triage for ticket T003
2026-08-12 19:43:29,448 | INFO | support-ticket-triage | Sending ticket T003 to AI model
2026-08-12 19:43:29,448 | INFO | support-ticket-triage | AI request attempt 1/3 for ticket T003
2026-08-12 19:43:30,332 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-12 19:43:30,334 | INFO | support-ticket-triage | AI request successful for ticket T003 on attempt 1
2026-08-12 19:43:30,335 | INFO | support-ticket-triage | AI response received for ticket T003
2026-08-12 19:43:30,337 | INFO | support-ticket-triage | Triage completed for ticket T003: category=Technical Issue, urgency=Medium, confidence=0.9, priority_score=40, priority_level=Medium
2026-08-12 19:43:30,342 | INFO | support-ticket-triage | Starting triage for ticket T004
2026-08-12 19:43:30,344 | INFO | support-ticket-triage | Sending ticket T004 to AI model
2026-08-12 19:43:30,345 | INFO | support-ticket-triage | AI request attempt 1/3 for ticket T004
2026-08-12 19:43:30,701 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-12 19:43:30,703 | INFO | support-ticket-triage | AI request successful for ticket T004 on attempt 1
2026-08-12 19:43:30,703 | INFO | support-ticket-triage | AI response received for ticket T004
2026-08-12 19:43:30,704 | INFO | support-ticket-triage | Triage completed for ticket T004: category=Account Access, urgency=Low, confidence=0.9, priority_score=20, priority_level=Low
2026-08-12 19:43:30,705 | INFO | support-ticket-triage | Starting triage for ticket T005
2026-08-12 19:43:30,705 | INFO | support-ticket-triage | Sending ticket T005 to AI model
2026-08-12 19:43:30,705 | INFO | support-ticket-triage | AI request attempt 1/3 for ticket T005
2026-08-12 19:43:31,120 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-12 19:43:31,121 | INFO | support-ticket-triage | AI request successful for ticket T005 on attempt 1
2026-08-12 19:43:31,122 | INFO | support-ticket-triage | AI response received for ticket T005
2026-08-12 19:43:31,122 | INFO | support-ticket-triage | Triage completed for ticket T005: category=Technical Issue, urgency=Medium, confidence=0.4, priority_score=60, priority_level=High
2026-08-12 19:44:13,056 | INFO | support-ticket-triage | Starting triage for ticket T001
2026-08-12 19:44:13,057 | INFO | support-ticket-triage | Sending ticket T001 to AI model
2026-08-12 19:44:13,057 | INFO | support-ticket-triage | AI request attempt 1/3 for ticket T001
2026-08-12 19:44:14,100 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-12 19:44:14,117 | INFO | support-ticket-triage | AI request successful for ticket T001 on attempt 1
2026-08-12 19:44:14,117 | INFO | support-ticket-triage | AI response received for ticket T001
2026-08-12 19:44:14,118 | INFO | support-ticket-triage | Triage completed for ticket T001: category=Account Access, urgency=High, confidence=0.9, priority_score=70, priority_level=High
2026-08-12 19:44:14,119 | INFO | support-ticket-triage | Starting triage for ticket T002
2026-08-12 19:44:14,119 | INFO | support-ticket-triage | Sending ticket T002 to AI model
2026-08-12 19:44:14,119 | INFO | support-ticket-triage | AI request attempt 1/3 for ticket T002
2026-08-12 19:44:14,658 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-12 19:44:14,659 | INFO | support-ticket-triage | AI request successful for ticket T002 on attempt 1
2026-08-12 19:44:14,660 | INFO | support-ticket-triage | AI response received for ticket T002
2026-08-12 19:44:14,660 | INFO | support-ticket-triage | Triage completed for ticket T002: category=Billing, urgency=Medium, confidence=0.9, priority_score=40, priority_level=Medium
2026-08-12 19:44:14,661 | INFO | support-ticket-triage | Starting triage for ticket T003
2026-08-12 19:44:14,661 | INFO | support-ticket-triage | Sending ticket T003 to AI model
2026-08-12 19:44:14,661 | INFO | support-ticket-triage | AI request attempt 1/3 for ticket T003
2026-08-12 19:44:15,243 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-12 19:44:15,267 | INFO | support-ticket-triage | AI request successful for ticket T003 on attempt 1
2026-08-12 19:44:15,268 | INFO | support-ticket-triage | AI response received for ticket T003
2026-08-12 19:44:15,269 | INFO | support-ticket-triage | Triage completed for ticket T003: category=Technical Issue, urgency=Medium, confidence=0.9, priority_score=40, priority_level=Medium
2026-08-12 19:44:15,270 | INFO | support-ticket-triage | Starting triage for ticket T004
2026-08-12 19:44:15,274 | INFO | support-ticket-triage | Sending ticket T004 to AI model
2026-08-12 19:44:15,279 | INFO | support-ticket-triage | AI request attempt 1/3 for ticket T004
2026-08-12 19:44:15,968 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-12 19:44:15,969 | INFO | support-ticket-triage | AI request successful for ticket T004 on attempt 1
2026-08-12 19:44:15,969 | INFO | support-ticket-triage | AI response received for ticket T004
2026-08-12 19:44:15,970 | INFO | support-ticket-triage | Triage completed for ticket T004: category=Account Access, urgency=Low, confidence=0.9, priority_score=20, priority_level=Low
2026-08-12 19:44:15,970 | INFO | support-ticket-triage | Starting triage for ticket T005
2026-08-12 19:44:15,970 | INFO | support-ticket-triage | Sending ticket T005 to AI model
2026-08-12 19:44:15,971 | INFO | support-ticket-triage | AI request attempt 1/3 for ticket T005
2026-08-12 19:44:16,368 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-12 19:44:16,368 | INFO | support-ticket-triage | AI request successful for ticket T005 on attempt 1
2026-08-12 19:44:16,369 | INFO | support-ticket-triage | AI response received for ticket T005
2026-08-12 19:44:16,369 | INFO | support-ticket-triage | Triage completed for ticket T005: category=Technical Issue, urgency=Medium, confidence=0.4, priority_score=60, priority_level=High
2026-08-12 19:50:22,968 | INFO | support-ticket-triage | Starting triage for ticket T001
2026-08-12 19:50:22,969 | INFO | support-ticket-triage | Sending ticket T001 to AI model
2026-08-12 19:50:22,969 | INFO | support-ticket-triage | AI request attempt 1/3 for ticket T001
2026-08-12 19:50:23,924 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-12 19:50:23,955 | INFO | support-ticket-triage | AI request successful for ticket T001 on attempt 1
2026-08-12 19:50:23,963 | INFO | support-ticket-triage | AI response received for ticket T001
2026-08-12 19:50:23,964 | INFO | support-ticket-triage | Triage completed for ticket T001: category=Account Access, urgency=High, confidence=0.9, priority_score=70, priority_level=High
2026-08-12 19:50:23,966 | INFO | support-ticket-triage | Starting triage for ticket T002
2026-08-12 19:50:23,967 | INFO | support-ticket-triage | Sending ticket T002 to AI model
2026-08-12 19:50:23,967 | INFO | support-ticket-triage | AI request attempt 1/3 for ticket T002
2026-08-12 19:50:24,625 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-12 19:50:24,626 | INFO | support-ticket-triage | AI request successful for ticket T002 on attempt 1
2026-08-12 19:50:24,626 | INFO | support-ticket-triage | AI response received for ticket T002
2026-08-12 19:50:24,627 | INFO | support-ticket-triage | Triage completed for ticket T002: category=Billing, urgency=Medium, confidence=0.9, priority_score=40, priority_level=Medium
2026-08-12 19:50:24,628 | INFO | support-ticket-triage | Starting triage for ticket T003
2026-08-12 19:50:24,628 | INFO | support-ticket-triage | Sending ticket T003 to AI model
2026-08-12 19:50:24,628 | INFO | support-ticket-triage | AI request attempt 1/3 for ticket T003
2026-08-12 19:50:25,286 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-12 19:50:25,287 | INFO | support-ticket-triage | AI request successful for ticket T003 on attempt 1
2026-08-12 19:50:25,288 | INFO | support-ticket-triage | AI response received for ticket T003
2026-08-12 19:50:25,288 | INFO | support-ticket-triage | Triage completed for ticket T003: category=Technical Issue, urgency=Medium, confidence=0.9, priority_score=40, priority_level=Medium
2026-08-12 19:50:25,290 | INFO | support-ticket-triage | Starting triage for ticket T004
2026-08-12 19:50:25,290 | INFO | support-ticket-triage | Sending ticket T004 to AI model
2026-08-12 19:50:25,291 | INFO | support-ticket-triage | AI request attempt 1/3 for ticket T004
2026-08-12 19:50:26,025 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-12 19:50:26,027 | INFO | support-ticket-triage | AI request successful for ticket T004 on attempt 1
2026-08-12 19:50:26,027 | INFO | support-ticket-triage | AI response received for ticket T004
2026-08-12 19:50:26,028 | INFO | support-ticket-triage | Triage completed for ticket T004: category=Account Access, urgency=Low, confidence=0.9, priority_score=20, priority_level=Low
2026-08-12 19:50:26,028 | INFO | support-ticket-triage | Starting triage for ticket T005
2026-08-12 19:50:26,028 | INFO | support-ticket-triage | Sending ticket T005 to AI model
